N,P,K,temperature,humidity,ph,rainfall,season,crop
63.68,45.98,36.68,25.62,80.92,5.66,220.96,0,Rice
118.84,39.07,13.92,26.47,62.8,6.34,79.23,2,Cotton
22.66,31.07,39.61,24.85,63.25,6.94,93.45,2,Grapes
19.52,5,10.39,24.7,78.08,6.86,128.0,2,Orange
95.29,45.58,40.14,24.07,74.13,6.71,88.72,2,Maize
108.86,19.82,54.62,25.11,57.56,6.07,107.12,2,Muskmelon
23.31,34.76,28.76,27.56,65.9,5.83,97.24,2,Mango
87.31,46.55,50.33,28.54,79.93,6.55,244.48,0,Rice
83.54,39.08,47.96,23.49,93.23,6.18,162.49,2,Jute
24.34,58.12,26.6,25.94,62.82,5.73,98.07,2,Black Gram
79.19,74.17,47.98,27.68,81.78,6.32,118.59,0,Banana
28.9,24.67,33.07,26.23,93.61,5.44,190.84,0,Coconut
15.56,26.34,32.86,21.01,59.94,6.49,53.64,1,Grapes
15.85,18.93,30.72,30.01,75.22,6.41,210.3,0,Coconut
19.58,25.74,33.81,26.46,65.36,6.16,77.22,2,Grapes
92.76,75.86,39.67,27.14,78.91,6.33,130.33,0,Banana
25.3,51.58,20.04,29.11,69.08,7.02,94.68,2,Black Gram
128.73,48.15,21.23,25.78,60.07,6.08,90.43,2,Cotton
20.09,23.57,41.45,23.44,70.86,6.76,69.74,2,Grapes
13.34,65.74,18.48,22.51,64.53,5.57,110.41,2,Kidney Beans
19.18,18.68,27.27,27.23,69.11,5.66,177.35,2,Coconut
39.84,52.77,51.63,27.26,70.17,6.08,104.74,0,Papaya
24.37,50.15,33.56,25.49,64.06,6.51,70.95,2,Mung Beans
16.05,43.9,31.31,27.84,36.08,7.57,57.46,2,Moth Beans
26.57,68.66,26.03,14.1,56.63,6.71,46.84,1,Lentil
18.02,29.76,26.44,26.44,74.9,6.54,73.66,2,Mango
77.49,20.55,22.17,25.26,84.54,6.48,181.13,0,Coffee
127.49,25.78,39.98,27.55,82.64,6.4,88.92,2,Muskmelon
93.51,68.91,49.86,30.82,64.18,6.5,92.73,2,Banana
122.73,41.57,22.5,28.27,68.23,6.29,106.59,2,Cotton
29.29,33.87,33.61,23.63,67.81,7.14,78.14,2,Grapes
57.6,54.72,43.77,23.21,72.87,6.47,96.84,2,Papaya
22.48,33.89,29.92,29.61,62.35,6.54,82.32,2,Mango
17.62,119.74,197.34,18.41,63.88,5.13,93.39,2,Apple
10.69,18.97,44.24,23.42,54.83,7.44,70.4,2,Pomegranate
19.22,136.75,205,15.09,56.12,5.59,123.74,1,Apple
31.95,53.16,30.04,16.21,49.91,6.64,70.57,1,Chickpea
13.08,62.08,20.98,20.21,74.63,5.11,87.46,2,Kidney Beans
85.52,19.21,33.29,25.49,87.16,5.73,147.45,0,Coffee
33.7,25.1,30.32,25.65,51.65,5.92,84.12,2,Mango
87.64,86.92,39.62,27.14,83.4,6.28,92.36,2,Banana
25.2,23.18,32.67,23.57,58.95,6.58,48.39,2,Grapes
120.64,89.08,50.86,30.96,79.45,6.14,96.1,2,Banana
33.91,19.99,26.53,26.41,55.67,5.27,90.65,2,Mango
23.03,58.34,20.84,25.24,67.94,6.23,76.11,2,Black Gram
22.31,52.97,24.73,31.24,59.66,6.15,107.29,2,Pigeon Peas
60.64,47.03,34.13,26.92,65.67,5.83,90.32,2,Maize
31.88,32.74,27.92,26.72,53.26,6.38,86.76,2,Mango
85.06,40.12,41.49,28.56,73.4,6.0,100.99,0,Maize
16.17,126.91,199.97,16.01,57.49,5.62,111.21,1,Apple
75.24,51.46,43.95,28.0,73.66,6.75,181.09,0,Rice
135.01,44.1,20.97,26.37,44.38,6.39,80.7,2,Cotton
71.87,55.14,38.12,25.8,63.47,6.16,115.76,2,Maize
14.92,35.95,44.41,17.98,62.4,6.72,75.13,2,Grapes
95.72,24.85,30.61,25.19,66.78,6.12,117.64,2,Coffee
88.59,51.65,45.65,27.45,77.3,6.98,184.74,0,Jute
19.85,71.27,14.15,17.52,90.52,5.6,104.31,2,Kidney Beans
25.16,30.96,23.24,28.92,62.07,6.51,95.9,2,Mango
11.72,21.26,36.31,25.94,51.74,6.76,80.91,2,Pomegranate
23.57,27.28,40.84,21.28,68.25,6.68,73.75,2,Grapes
86.77,46.74,42.09,26.71,86.83,5.95,130.79,0,Jute
9.93,23.35,32.64,25.17,65.5,7.2,76.95,2,Pomegranate
16.12,16.23,14.76,19.61,78.52,6.8,92.46,2,Orange
75.42,44.59,32.86,27.45,84.01,6.29,176.95,0,Rice
73.46,51.37,36.45,30.68,82.72,6.77,159.29,0,Jute
17.97,60.17,26.22,18.75,57.49,6.56,45.37,1,Lentil
103.5,38.81,19.8,24.71,63.59,6.66,98.09,2,Cotton
20.51,39.23,20.35,31.98,36.47,7.09,65.87,2,Moth Beans
79.71,41.64,30.08,28.3,55.07,6.56,106.89,2,Maize
78.0,54.41,35.17,28.64,99.98,6.11,155.14,0,Rice
16.91,13.12,42.25,24.06,61.72,6.03,45.38,2,Pomegranate
95.07,15.22,60.01,22.99,72.75,5.87,95.88,2,Watermelon
73.92,19.53,42.09,26.85,67.29,6.76,91.69,2,Muskmelon
77.25,42.46,34.33,26.89,84.84,6.58,170.78,0,Jute
108.61,24.77,24.47,25.8,68.91,7.23,99.72,2,Cotton
26.46,48.15,31.01,29.88,45.77,7.39,70.43,2,Moth Beans
19.59,21.4,36.49,25.24,54.73,6.59,68.91,2,Grapes
18.29,31.4,37.73,23.14,53.42,6.31,76.53,2,Grapes
88.38,45.4,39.24,25.71,98.48,6.26,87.57,2,Jute
50.92,73.25,52.31,28.07,65.18,7.28,124.08,2,Papaya
30.06,70.6,24.49,19.28,71.26,6.34,84.72,2,Kidney Beans
104.7,17.28,54.71,25.78,92.33,5.42,127.64,0,Watermelon
23.53,39.5,28.48,31.64,61.6,5.95,93.5,2,Mung Beans
81.25,17.28,27.95,22.48,74.64,5.85,156.57,2,Coffee
28.56,51.61,23.72,28.83,54.73,6.02,135.75,2,Pigeon Peas
19.51,42.48,17.15,32.57,49.87,6.49,61.37,2,Moth Beans
17.17,49.05,31.52,32.57,34.06,8.32,48.07,2,Moth Beans
33.85,20.17,30.14,28.7,90.4,6.19,149.82,0,Coconut
24.03,20.43,32.23,29.48,94.88,5.96,176.35,0,Coconut
18.98,28.66,39.43,20.21,71.55,6.58,73.7,2,Grapes
60.25,35.55,35.75,25.25,73.03,6.63,99.87,2,Maize
15.55,137.42,177.68,17.54,64.35,4.77,85.54,2,Apple
15.01,21.1,38.36,26.93,56.45,6.38,52.97,2,Pomegranate
11.78,64.11,12.37,30.99,50.75,5.59,108.2,2,Pigeon Peas
97.53,15.55,50.26,28.53,78.79,6.02,85.17,2,Watermelon
38.84,74.89,34.61,18.08,60.01,5.67,47.74,2,Chickpea
23.88,30.64,40.36,23.59,53.61,6.19,78.75,2,Grapes
20.16,56.37,23.99,13.6,48.92,5.86,59.49,1,Lentil
128.67,29.3,18.95,25.63,72.02,6.13,102.23,0,Cotton
17.96,46.24,30.16,33.72,49.19,6.44,61.52,2,Moth Beans
18.46,28.76,31.84,26.96,48.86,6.19,96.93,2,Mango
17.67,18.05,36.99,27.36,69.4,6.58,62.39,2,Grapes
26.42,64.29,30.41,25.18,67.17,6.61,80.76,2,Black Gram
114.7,9.1,44.87,25.52,86.52,6.7,95.03,2,Watermelon
106.74,11.14,42.17,25.38,77.73,5.71,111.56,0,Watermelon
18.04,55.84,31.84,15.5,58.57,6.64,62.96,1,Lentil
96.62,19.42,44.19,27.89,69.96,7.43,104.76,2,Muskmelon
22.4,21.38,30.59,29.55,91.94,6.31,172.74,0,Coconut
101.64,33.6,22.97,29.48,62.18,7.25,86.91,2,Cotton
92.92,46.29,37.0,20.31,65.42,5.32,93.61,2,Maize
25.07,54.12,29.91,26.32,59.27,6.17,109.55,2,Pigeon Peas
20.31,22.49,32.0,27.44,95.81,5.74,184.65,0,Coconut
19.44,6.89,16.33,22.86,70.17,6.36,108.97,2,Orange
23.33,28.69,29.86,24.32,66.88,6.51,72.96,2,Grapes
15.15,17.22,13.85,22.35,83.38,6.25,125.92,2,Orange
89.88,79.79,52.96,29.08,82.48,6.41,130.88,0,Banana
22.49,35.94,37.4,20.82,60.57,6.5,84.03,2,Grapes
15.49,52.48,29.97,27.19,61.51,6.58,68.96,2,Mung Beans
12.41,29.99,31.86,23.63,47.86,6.91,50.62,2,Grapes
46.81,54.26,48.89,25.05,73.57,7.11,119.03,0,Papaya
99.7,79.16,42.3,27.31,86.67,6.38,126.89,0,Banana
42.95,48.91,51.46,25.75,78.14,5.6,87.77,2,Papaya
19.38,29.34,36.37,25.18,57.46,6.88,73.68,2,Grapes
10.35,42.81,19.46,30.09,36.2,6.38,50.58,2,Moth Beans
11.33,14.24,15.34,22.78,74.64,6.54,107.16,2,Orange
115.75,16.71,30.87,22.1,82.95,6.51,163.62,2,Coffee
26.57,48.44,25.45,27.26,49.57,6.12,70.05,2,Mung Beans
79.2,41.36,37.18,23.75,74.03,5.6,96.07,2,Maize
28.77,40.92,20.26,30.28,48.85,6.87,47.17,2,Moth Beans
23.13,47.79,24.78,28.59,61.83,6.71,74.24,2,Mung Beans
81.37,49.42,43.06,28.77,86.55,6.72,181.19,0,Rice
45.38,61.58,47.56,25.45,65.16,6.3,116.23,2,Papaya
21.51,43.59,25.69,30.19,43.24,6.99,52.01,2,Moth Beans
19.11,33.73,37.24,24.74,65.74,6.16,62.04,2,Grapes
22.52,33.86,26.83,25.62,62.81,6.38,61.89,2,Mango
52.95,43.22,39.07,29.4,83.03,6.12,116.46,0,Maize
16.96,29.97,20.89,27.27,82.29,6.06,79.06,2,Mango
16.69,33.98,32.96,31.28,64.19,7.04,120.05,2,Mango
86.69,16.68,29.85,26.12,90.56,5.62,181.26,0,Coffee
23.77,23.55,25.64,25.86,65.53,7.04,90.97,2,Mango
140,42.6,19.64,30.15,64.03,6.31,73.81,2,Cotton
18.22,20.31,37.81,24.49,84.23,6.49,188.2,2,Coconut
72.26,43.52,37.44,24.43,86.73,7.03,199.81,2,Rice
23.49,48.34,19.84,30.35,41.38,6.59,59.77,2,Moth Beans
37.39,58.17,42.7,19.49,67.14,6.27,67.83,2,Chickpea
14.89,19.65,36.26,25.59,55.98,6.87,76.91,2,Pomegranate
30.91,28.84,34.61,25.95,46.95,6.33,70.27,2,Pomegranate
10.92,25.76,37.3,23.7,57.06,4.92,66.52,2,Grapes
91.33,15.03,52.89,28.2,66.78,7.05,98.28,2,Watermelon
90.61,48.63,30.29,34.25,61.61,6.13,89.5,2,Maize
20.52,24.4,29.23,29.94,80.45,6.47,215.04,0,Coconut
99.53,37.71,49.06,29.76,82.63,6.37,159.94,0,Jute
77.8,49.48,43.23,27.74,75.98,6.08,177.78,0,Rice
25.9,26.0,30.18,25.7,74.82,6.1,66.35,2,Grapes
90.47,40.21,33.42,24.29,84.73,7.6,111.2,2,Jute
23.7,61.63,20.72,24.29,78.97,6.61,74.86,2,Mung Beans
33.44,52.74,19.68,28.46,62.91,6.64,82.88,2,Mung Beans
13.59,117.69,205,16.38,62.92,6.22,103.87,2,Apple
28.8,67.28,22.12,18.99,54.47,6.62,64.52,1,Lentil
30.47,74.24,16.31,23.11,62.17,6.51,51.45,2,Lentil
21.73,65.28,24.65,19.9,60.23,7.05,50.94,2,Lentil
119.88,31.99,15.95,26.67,56.76,6.49,93.1,2,Cotton
57.43,47.01,31.16,23.89,58.88,6.82,97.89,2,Maize
52.76,57.06,45.22,21.93,68.92,6.74,97.23,2,Papaya
52.93,34.71,39.66,27.77,84.42,6.15,163.27,0,Rice
24.28,18.62,34.72,24.57,53.92,6.79,65.76,2,Pomegranate
46.91,74.31,50.65,30.07,79.46,6.12,129.79,0,Papaya
17.66,63.47,26.78,24.97,61.0,5.99,108.1,2,Pigeon Peas
108.04,51.1,21.42,27.13,75.82,5.73,97.16,2,Cotton
63.14,41.22,28.97,23.73,58.75,5.63,76.6,2,Maize
75.35,51.25,33.22,24.25,82.22,6.36,141.24,2,Jute
27.79,46.11,19.51,25.03,62.0,5.76,74.8,2,Black Gram
83.61,39.71,41.78,26.4,82.87,6.53,133.38,0,Jute
15.84,52.45,21.61,19.44,68.27,6.15,106.54,2,Kidney Beans
12.59,48.97,22.14,19.52,43.58,6.14,65.01,1,Lentil
24.29,58.13,22.99,16.58,49.21,6.66,59.72,1,Lentil
29.41,55.62,29.06,18.19,48.65,6.18,49.82,1,Lentil
19.34,34.22,24.76,27.18,45.95,7.79,62.24,2,Moth Beans
115.79,41.88,14.96,28.64,74.96,6.96,76.48,2,Cotton
31.45,52.9,17.81,19.41,62.2,6.17,94.48,2,Kidney Beans
22.64,13.12,18.23,22.93,67.35,6.1,117.46,2,Orange
29.31,29.79,34.95,22.28,72.81,6.37,73.21,2,Grapes
27.87,43.88,31.97,27.74,54.44,6.64,73.73,2,Pigeon Peas
10.48,20.72,17.63,22.99,77.66,6.23,136.68,2,Orange
35.87,54.52,23.08,26.56,63.75,6.86,91.46,2,Mung Beans
73.2,44.62,43.6,26.41,79.94,5.67,167.53,0,Rice
17.38,31.67,28.58,23.44,56.57,6.37,110.57,2,Mango
106.08,17.11,31.93,22.75,77.04,6.54,167.75,2,Coffee
25.79,58.33,23.15,23.18,63.46,5.87,131.72,2,Pigeon Peas
65.47,48.9,42.54,31.19,76.77,6.51,198.24,0,Rice
98.21,18.04,60.26,24.17,61.86,6.16,94.1,2,Muskmelon
16.04,22.52,27.1,28.78,84.53,5.56,189.16,0,Coconut
33.64,27.23,35.73,31.11,78.65,5.86,162.81,0,Coconut
24.29,41.79,18.13,21.01,64.31,6.44,48.41,2,Lentil
24.03,13.33,17.4,21.94,77.84,6.01,86.8,2,Orange
20.37,19.78,25.43,24.26,85.02,5.35,273.16,2,Coconut
21.25,43.72,23.98,29.77,76.12,6.96,61.38,2,Black Gram
97.98,85.72,54.87,28.53,91.52,5.66,123.47,0,Banana
84.96,21.11,34.45,21.01,82.25,6.28,82.57,2,Coffee
29.67,54.81,28.53,29.06,55.18,6.42,81.51,2,Black Gram
120.17,41.4,12.84,30.14,58.26,6.78,92.33,2,Cotton
22.12,65.42,27.11,16.72,60.09,6.32,49.72,2,Lentil
27.85,29.5,27.69,31.28,58.48,6.53,80.52,2,Mango
20.45,132.07,189.79,20.58,50.4,6.39,101.01,1,Apple
94.77,44.21,42.21,27.59,86.31,6.45,222.92,0,Rice
31.89,12.62,10.78,18.96,68.23,6.51,101.25,2,Orange
48.82,63.46,26.7,21.15,54.43,6.1,79.8,1,Chickpea
13.23,68.28,21.29,19.33,59.37,5.96,113.26,1,Kidney Beans
30.44,61.21,26.11,13.56,44.76,6.95,48.67,1,Lentil
25.99,53.83,22.8,26.88,57.98,6.65,104.44,2,Pigeon Peas
25.44,51.19,24.18,24.79,75.12,6.24,86.35,2,Mung Beans
91.97,77.44,48.99,31.63,70.95,6.38,152.51,0,Banana
12.18,145,195.75,17.29,63.75,5.53,99.17,2,Apple
107.65,77.39,55.14,27.42,73.48,5.75,91.83,2,Banana
17.41,60.36,22.04,29.45,66.5,6.2,102.07,2,Black Gram
73.19,48.05,36.34,28.42,88.09,6.03,203.46,0,Jute
87.97,43.32,37.63,28.4,84.45,6.99,200.55,0,Rice
67.17,40.68,36.85,23.59,78.16,6.4,80.85,2,Maize
30.84,49.04,27.13,25.15,75.65,5.85,81.16,2,Mung Beans
33.25,52.49,27.71,26.83,73.14,5.31,116.09,0,Pigeon Peas
17.89,16.37,26.3,22.09,57.1,6.28,87.28,2,Pomegranate
25.21,141.82,205,19.7,55.33,5.88,76.27,1,Apple
122.12,21.46,55.06,24.77,80.74,6.69,109.84,2,Muskmelon
35.58,63.41,35.06,18.57,47.41,7.11,76.27,1,Chickpea
12.22,22.62,34.55,24.6,50.94,6.11,76.47,2,Pomegranate
24.03,54.27,32.54,17.3,51.36,5.88,58.47,1,Lentil
59.83,45.65,37.48,25.05,69.6,6.55,217.71,2,Rice
72.19,101.5,54.54,21.46,89.39,6.1,146.87,2,Banana
23.59,59.84,26.71,28.88,54.88,5.42,108.45,2,Pigeon Peas
67.31,47.83,32.98,27.68,74.12,6.77,113.51,0,Maize
18.55,25.48,36.82,24.67,57.12,7.5,81.12,2,Pomegranate
39.01,57.32,49.72,26.24,66.47,6.05,95.23,2,Papaya
24.73,17.72,15.48,22.05,83.77,6.46,136.32,2,Orange
32.39,74.98,32.36,20.71,46.97,6.72,74.86,1,Chickpea
76.17,44.8,40.05,32.27,69.88,6.72,155.88,2,Rice
20.35,27.33,32.51,23.86,65.57,6.72,65.71,2,Grapes
20.26,74.55,20.37,19.06,84.05,6.82,102.95,2,Kidney Beans
108.84,18.21,50.32,30.45,79.37,6.51,78.9,2,Muskmelon
12.67,13.29,40.94,20.25,67.05,6.49,74.56,2,Pomegranate
22.67,134.14,205,17.55,58.86,5.92,116.91,1,Apple
94.77,10.67,45.55,31.5,75.44,6.59,108.76,0,Watermelon
16.29,145,170.63,19.17,57.35,6.01,92.0,1,Apple
120.17,78.53,46.15,30.52,89.43,6.06,110.66,0,Banana
85.44,44.76,36.42,29.15,85.42,6.24,212.01,0,Rice
13.57,23.37,28.01,23.88,75.61,6.38,80.55,2,Mango
84.69,43.35,36.17,25.83,78.11,6.04,193.9,0,Rice
104.65,86.44,62.49,28.44,73.76,5.86,95.88,2,Banana
19.22,63.37,25.73,17.98,57.59,6.13,42.98,1,Lentil
18.53,129.98,205,16.64,75.2,5.76,83.66,2,Apple
121.94,40.59,15.23,29.59,66.08,6.73,92.54,2,Cotton
47.6,58.88,35.61,27.38,81.18,6.14,77.6,2,Papaya
21.75,49.03,29.78,32.78,47.22,7.33,62.39,2,Moth Beans
22.62,57.77,24.64,17.9,56.99,6.48,41.12,1,Lentil
11.81,23.99,33.25,20.59,60.58,5.74,66.03,2,Pomegranate
15.74,129.4,205,24.14,56.04,6.27,91.03,2,Apple
14.6,47.05,32.57,30.0,45.93,6.2,99.78,2,Pigeon Peas
140,41.47,17.6,22.93,53.39,7.12,102.02,2,Cotton
18.44,106.27,205,19.85,70.17,5.6,79.32,2,Apple
70.89,54.65,39.23,26.17,79.39,6.93,179.46,0,Rice
20.49,12.31,15.38,23.46,64.17,5.98,113.79,2,Orange
92.34,49.31,34.75,32.58,95.86,6.58,172.87,0,Rice
44.69,66.72,28.35,17.9,46.57,6.27,65.62,1,Chickpea
66.83,59.32,49.89,25.61,76.1,6.98,89.16,2,Papaya
20.21,133.89,196.68,20.02,55.07,6.49,93.58,1,Apple
81.72,43.22,28.05,26.41,68.64,6.88,108.83,2,Maize
25.94,24.3,33.49,25.89,52.1,6.0,81.33,2,Mango
94.48,44.04,39.55,28.99,83.73,6.8,202.17,0,Rice
42.9,66.37,36.44,21.08,50.15,7.13,55.83,1,Chickpea
26.18,18.93,30.18,28.23,87.09,6.27,200.87,0,Coconut
24.79,40.86,25.35,16.48,50.62,6.89,53.99,1,Lentil
17.77,26.06,38.33,22.96,41.89,7.17,72.58,2,Pomegranate
129.84,23.93,56.07,28.84,77.74,6.71,92.04,2,Muskmelon
40.09,65.64,38.5,20.26,50.94,6.0,50.84,1,Chickpea
45.19,65.01,37.06,19.77,46.8,6.06,78.79,1,Chickpea
22.28,20.49,29.18,21.76,58.47,6.36,67.04,1,Pomegranate
17.22,32.72,23.2,28.91,40.88,6.74,52.42,2,Moth Beans
25.93,17.09,24.55,25.97,95.84,6.48,142.39,0,Coconut
115.96,44.17,21.79,27.81,67.43,6.24,88.56,2,Cotton
25.33,69.34,29.27,19.69,59.88,6.53,57.41,1,Lentil
29.59,40.06,21.81,29.29,35.83,7.79,54.42,2,Moth Beans
19.47,47.59,24.64,26.77,57.72,7.28,84.08,2,Black Gram
22.7,46.44,30.0,29.26,50.76,5.54,69.49,2,Black Gram
100.82,14.33,54.73,27.46,73.07,6.12,94.53,2,Watermelon
13.25,29.04,26.52,20.45,58.39,5.67,62.58,1,Grapes
13.36,22.25,37.41,25.3,58.54,6.76,75.08,2,Pomegranate
19.5,67.22,28.97,29.11,69.18,6.44,55.74,2,Black Gram
69.14,41.31,29.85,27.05,69.66,6.11,93.04,2,Maize
28.12,13.48,18.56,24.68,68.96,6.77,127.59,2,Orange
17.26,51.44,23.2,28.19,59.74,6.56,67.13,2,Mung Beans
25.43,57.17,26.04,14.34,58.23,6.56,57.65,1,Lentil
19.66,55.59,26.68,26.94,60.45,6.14,67.09,2,Black Gram
24.35,15.01,35.98,23.14,43.69,6.6,68.93,2,Pomegranate
106.67,14.65,53.27,33.0,67.29,6.47,107.35,2,Watermelon
31.42,28.1,35.67,22.72,60.7,6.74,102.78,2,Mango
29.6,140.99,205,17.44,54.81,5.41,101.25,1,Apple
27.32,59.07,24.0,21.36,40.73,6.52,43.51,1,Lentil
140,42.01,13.56,25.89,60.22,6.5,92.45,2,Cotton
26.01,27.65,42.34,23.4,67.67,7.07,62.23,2,Grapes
27.39,143.34,205,19.09,57.99,6.3,111.77,1,Apple
44.78,63.39,31.22,18.42,56.91,6.2,70.92,1,Chickpea
127.34,45.35,17.38,26.92,64.19,6.73,57.19,2,Cotton
16.16,48.7,27.86,26.32,36.44,6.56,59.77,2,Moth Beans
130.45,38.93,10.88,25.44,69.06,6.3,93.16,2,Cotton
16.58,40.52,26.75,33.07,46.91,6.65,71.91,2,Moth Beans
96.59,25.42,49.15,27.74,75.09,7.19,85.55,2,Muskmelon
94.83,12.81,52.77,27.53,70.88,6.62,78.45,2,Muskmelon
23.6,67.15,19.32,27.9,61.24,6.28,94.58,2,Pigeon Peas
97.08,49.41,43.31,22.77,86.98,6.75,183.5,2,Rice
91.57,16.09,43.79,25.45,65.05,6.79,93.94,2,Watermelon
20.64,34.14,30.74,24.72,67.78,6.38,68.75,2,Grapes
102.16,20.03,50.03,26.11,67.84,6.75,95.22,2,Muskmelon
22.67,64.32,15.83,24.82,66.85,6.37,138.51,2,Kidney Beans
23.49,15.06,28.22,27.29,89.02,6.28,197.05,0,Coconut
22.82,55.16,25.38,25.67,63.55,5.89,72.32,2,Mung Beans
28.59,49.76,28.7,24.09,73.24,5.4,87.58,2,Black Gram
40.17,70.15,31.32,21.92,50.48,7.08,78.33,1,Chickpea
95.93,11.21,50.21,28.15,69.08,6.11,100.18,2,Watermelon
81.11,86.44,49.5,25.9,85.49,6.28,127.99,0,Banana
20.44,45.44,21.56,27.23,42.33,7.39,67.36,2,Moth Beans
35.27,71.28,45.28,18.63,64.09,6.66,67.51,2,Chickpea
15.0,128.84,196.86,18.41,54.79,6.38,88.34,1,Apple
16.39,56.25,26.65,29.18,63.9,6.47,83.86,2,Pigeon Peas
24.81,61.51,20.78,17.43,53.58,6.33,49.59,1,Lentil
55.53,38.75,43.71,30.86,95.32,7.31,138.33,0,Rice
19.47,36.81,38.65,18.59,63.52,6.11,74.78,2,Grapes
23.75,53.36,21.36,16.74,59.27,6.43,50.07,1,Lentil
90.57,27.11,31.97,21.36,82.4,6.47,158.05,2,Coffee
79.52,47.85,29.32,23.77,67.55,6.07,102.51,2,Maize
88.57,41.54,46.36,24.28,94.68,6.6,137.28,2,Jute
15.49,16.61,38.32,27.65,88.42,6.1,171.64,0,Coconut
135.58,45.35,15.07,29.12,71.94,6.74,62.62,2,Cotton
63.65,45.69,44.26,27.52,76.09,6.29,111.51,0,Maize
20.04,30.3,35.78,23.98,48.57,6.09,73.24,2,Grapes
13.81,32.47,36.14,24.38,60.0,6.71,64.9,2,Grapes
19.05,59.92,20.11,16.0,68.0,6.08,106.69,2,Kidney Beans
66.26,40.98,26.48,29.76,73.56,6.18,114.0,0,Maize
42.96,56.92,54.57,23.63,64.78,5.82,124.65,2,Papaya
97.11,74.16,48.57,25.88,73.77,6.75,127.63,0,Banana
18.29,31.85,33.4,26.58,60.54,6.95,119.92,2,Mango
29.61,50.96,22.43,31.19,61.46,5.69,103.0,2,Pigeon Peas
22.55,21.45,36.28,22.05,47.18,7.29,63.65,2,Pomegranate
28.37,13.27,31.23,28.54,82.17,6.19,194.9,0,Coconut
17.63,30.75,34.51,22.89,66.75,6.32,63.78,2,Grapes
20.75,48.09,19.28,24.82,63.55,5.96,99.73,2,Black Gram
40.17,74.97,36.77,25.84,53.3,6.86,74.35,2,Chickpea
34.71,63.23,27.24,18.82,57.62,7.11,60.99,1,Lentil
68.55,42.48,37.89,28.33,67.07,6.24,133.1,2,Maize
20.12,15.81,36.03,28.92,48.85,6.74,50.15,2,Pomegranate
37.05,67.23,29.98,22.58,41.57,6.65,64.84,2,Chickpea
68.19,49.68,39.78,31.45,97.96,6.51,153.56,0,Rice
23.73,61.53,23.52,19.43,71.7,6.83,116.37,2,Kidney Beans
28.19,12.85,9.61,23.1,85.7,6.38,111.29,2,Orange
72.64,43.05,33.82,24.72,56.92,5.85,79.14,2,Maize
102.38,16.43,25.99,23.11,68.63,6.31,183.15,2,Coffee
85.78,48.93,43.6,31.08,78.15,7.01,176.21,0,Rice
21.25,57.42,22.16,25.46,60.5,6.3,116.54,2,Pigeon Peas
47.63,71.02,35.92,21.11,52.64,6.8,69.48,1,Chickpea
24.05,59.44,24.58,26.41,69.77,6.93,74.34,2,Mung Beans
22.98,41.81,20.65,28.18,65.89,6.21,77.46,2,Black Gram
75.99,44.44,41.73,30.16,88.03,7.02,146.36,0,Jute
28.87,30.22,31.04,26.3,60.65,6.22,65.73,2,Mango
77.52,24.03,24.2,23.75,75.66,6.53,139.69,2,Coffee
108.9,39.58,18.55,30.26,72.69,6.6,96.27,2,Cotton
21.19,60.27,19.69,25.58,60.96,6.79,70.56,2,Black Gram
27.27,44.15,27.38,22.55,57.6,6.88,68.43,2,Lentil
16.03,66.38,22.0,18.38,64.16,5.98,105.89,2,Kidney Beans
14.33,45.71,25.58,31.27,45.75,6.92,71.32,2,Moth Beans
40.18,70.25,29.26,16.04,56.77,6.34,68.91,1,Chickpea
38.17,65.0,37.46,21.5,47.37,6.58,60.07,1,Chickpea
24.45,14.27,36.8,27.56,62.5,6.83,89.45,2,Pomegranate
28.08,64.09,24.11,28.82,52.9,6.79,99.8,2,Pigeon Peas
79.13,48.47,30.44,25.62,61.51,6.58,107.95,2,Maize
66.18,40.8,34.45,29.42,65.81,6.35,213.5,2,Rice
96.29,81.69,50.84,27.64,73.31,6.38,130.0,0,Banana
23.4,29.03,31.37,27.75,62.53,6.45,81.84,2,Mango
92.38,19.21,55.78,27.95,68.09,6.62,110.79,2,Muskmelon
50.98,57.85,40.43,20.17,70.61,7.3,63.2,2,Chickpea
21.7,58.56,25.69,26.66,63.43,6.91,74.09,2,Black Gram
22.06,16.38,15.0,21.05,76.14,6.04,115.45,2,Orange
53.48,60.5,42.37,24.87,67.49,7.82,103.35,2,Papaya
31.93,19.24,29.92,27.57,73.9,6.66,174.67,0,Coconut
25.5,21.51,24.31,29.38,93.3,6.08,191.03,0,Coconut
102.71,15.68,30.13,22.74,84.08,5.89,126.05,2,Coffee
71.14,39.52,41.18,30.88,82.29,6.45,215.95,0,Rice
108.34,11.02,56.04,28.22,76.66,6.73,103.78,0,Watermelon
12.87,145,205,17.88,62.93,6.64,110.75,2,Apple
88.26,40.45,16.51,26.71,55.32,6.5,99.71,2,Cotton
79.72,47.89,34.47,30.27,67.1,6.1,58.61,2,Maize
23.12,42.21,28.83,27.24,58.86,6.59,94.5,2,Black Gram
16.92,22.65,15.02,24.77,69.42,6.35,67.8,2,Orange
140,44.82,20.61,27.73,57.58,6.23,82.34,2,Cotton
17.33,55.95,31.2,25.48,68.78,6.17,98.89,2,Black Gram
53.13,70.59,50.52,25.9,75.77,7.32,121.16,0,Papaya
22.08,64.48,21.77,20.67,66.17,5.84,85.41,2,Kidney Beans
22.84,29.25,37.8,23.79,55.95,6.58,78.77,2,Grapes
48.37,54.52,33.63,26.57,69.83,5.84,123.44,2,Papaya
